"county","order","family","genus","scientificName","observations","lastcollected"
"Middlesex","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum thalictroides",1,2014
"Middlesex","Rosales","Cannabaceae","Humulus","Humulus japonicus",1,1942
"Middlesex","Rosales","Moraceae","Morus","Morus alba",1,1981
"Middlesex","Rosales","Rhamnaceae","Rhamnus","Rhamnus cathartica",1,2008
"Middlesex","Rosales","Rosaceae","Agrimonia","Agrimonia eupatoria",1,1873
"Middlesex","Rosales","Rosaceae","Agrimonia","Agrimonia gryposepala",1,1874
"Middlesex","Rosales","Rosaceae","Agrimonia","Agrimonia mollis",1,1933
"Middlesex","Rosales","Rosaceae","Agrimonia","Agrimonia striata",1,1874
"Middlesex","Rosales","Rosaceae","Amelanchier","Amelanchier arborea",1,1983
"Middlesex","Rosales","Rosaceae","Aronia","Aronia prunifolia",1,1985
"Middlesex","Rosales","Rosaceae","Crataegus","Crataegus arnoldiana",1,1983
"Middlesex","Rosales","Rosaceae","Crataegus","Crataegus crus-galli",1,1972
"Middlesex","Rosales","Rosaceae","Drymocallis","Drymocallis arguta",1,2001
"Middlesex","Rosales","Rosaceae","Filipendula","Filipendula ulmaria",1,1919
"Middlesex","Rosales","Rosaceae","Malus","Malus malus",1,1972
"Middlesex","Rosales","Rosaceae","Malus","Malus prunifolia",1,1908
"Middlesex","Rosales","Rosaceae","Potentilla","Potentilla egedii",1,1972
"Middlesex","Rosales","Rosaceae","Potentilla","Potentilla pumila",1,1917
"Middlesex","Rosales","Rosaceae","Potentilla","Potentilla recta",1,1916
"Middlesex","Rosales","Rosaceae","Potentilla","Potentilla simplex",1,1976
"Middlesex","Rosales","Rosaceae","Prunus","Prunus americana",1,1977
"Middlesex","Rosales","Rosaceae","Prunus","Prunus insititia",1,1944
"Middlesex","Rosales","Rosaceae","Pyrus","Pyrus melanocarpa",1,1976
"Middlesex","Rosales","Rosaceae","Rosa","Rosa humilis",1,1895
"Middlesex","Rosales","Rosaceae","Rosa","Rosa rubiginosa",1,1895
"Middlesex","Rosales","Rosaceae","Rosa","Rosa rugosa",1,2000
"Middlesex","Rosales","Rosaceae","Rubus","Rubus flagellaris",1,1993
"Middlesex","Rosales","Rosaceae","Rubus","Rubus floricomus",1,1916
"Middlesex","Rosales","Rosaceae","Rubus","Rubus hispidus",1,1977
"Middlesex","Rosales","Rosaceae","Rubus","Rubus villosus",1,1914
"Middlesex","Rosales","Rosaceae","Sorbaria","Sorbaria sorbifolia",1,1953
"Middlesex","Rosales","Rosaceae","Sorbus","Sorbus americana",1,1983
"Middlesex","Rosales","Rosaceae","Spiraea","Spiraea chamaedryfolia",1,1908
"Middlesex","Rosales","Rosaceae","Spiraea","Spiraea japonica",1,1903
"Middlesex","Rosales","Rosaceae","Spiraea","Spiraea tomentosa",1,1976
"Middlesex","Rosales","Ulmaceae","Ulmus","Ulmus americana",1,1909
"Middlesex","Rosales","Urticaceae","Pilea","Pilea fontana",1,1991
"Middlesex","Rosales","Urticaceae","Urtica","Urtica gracilis",1,1929
"Middlesex","Sapindales","Aceraceae","Acer","Acer platanoides var. schwedleri",1,2003
"Middlesex","Sapindales","Aceraceae","Acer","Acer pseudoplatanus",1,1972
"Middlesex","Sapindales","Anacardiaceae","Rhus","Rhus copallina",1,1916
"Middlesex","Sapindales","Anacardiaceae","Rhus","Rhus glabra",1,1940
"Middlesex","Sapindales","Anacardiaceae","Rhus","Rhus typhina",1,1914
"Middlesex","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron toxicodendron",1,1941
"Middlesex","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron vernix",1,1979
"Middlesex","Saxifragales","Crassulaceae","Crassula","Crassula aquatica",1,2006
"Middlesex","Saxifragales","Crassulaceae","Sedum","Sedum ternatum",1,1907
"Middlesex","Saxifragales","Grossulariaceae","Ribes","Ribes americanum",1,1944
"Middlesex","Saxifragales","Grossulariaceae","Ribes","Ribes oxycanthoides",1,1909
"Middlesex","Saxifragales","Grossulariaceae","Ribes","Ribes sativum",1,1976
"Middlesex","Saxifragales","Saxifragaceae","Micranthes","Micranthes pensylvanica",1,1895
"Middlesex","Saxifragales","Saxifragaceae","Tiarella","Tiarella cordifolia",1,1896
"Middlesex","Solanales","Convolvulaceae","Calystegia","Calystegia sepium",1,1990
"Middlesex","Solanales","Convolvulaceae","Cuscuta","Cuscuta cephalanthi",1,1990
"Middlesex","Solanales","Solanaceae","Physalis","Physalis heterophylla",1,1976
"Middlesex","Vitales","Vitaceae","Parthenocissus","Parthenocissus vitacea",1,1929
"Middlesex","Vitales","Vitaceae","Vitis","Vitis labrusca",1,1976
