"county","order","family","genus","scientificName","observations","lastcollected"
"Litchfield","Caryophyllales","Polygonaceae","Fallopia","Fallopia dumetorum",2,1940
"Litchfield","Caryophyllales","Polygonaceae","Persicaria","Persicaria hydropiperoides",2,1998
"Litchfield","Caryophyllales","Polygonaceae","Persicaria","Persicaria virginiana",2,1984
"Litchfield","Caryophyllales","Polygonaceae","Polygonella","Polygonella articulata",2,1989
"Litchfield","Caryophyllales","Polygonaceae","Polygonum","Polygonum caespitosum",2,2013
"Litchfield","Caryophyllales","Polygonaceae","Polygonum","Polygonum cespitosum",2,1984
"Litchfield","Caryophyllales","Polygonaceae","Polygonum","Polygonum erectum",2,1903
"Litchfield","Caryophyllales","Polygonaceae","Rumex","Rumex crispus",2,1973
"Litchfield","Celastrales","Celastraceae","Euonymus","Euonymus atropurpureus",2,2007
"Litchfield","Commelinales","Commelinaceae","Commelina","Commelina communis",2,1980
"Litchfield","Cucurbitales","Cucurbitaceae","Sicyos","Sicyos angulatus",2,1981
"Litchfield","Cupressales","Cupressaceae","Juniperus","Juniperus communis",2,1973
"Litchfield","Dipsacales","Adoxaceae","Viburnum","Viburnum dilatatum",2,2010
"Litchfield","Dipsacales","Adoxaceae","Viburnum","Viburnum pubescens",2,1910
"Litchfield","Dipsacales","Caprifoliaceae","Lonicera","Lonicera bella",2,2009
"Litchfield","Dipsacales","Caprifoliaceae","Lonicera","Lonicera ciliata",2,1905
"Litchfield","Equisetales","Equisetaceae","Equisetum","Equisetum ferrissii",2,1929
"Litchfield","Ericales","Ericaceae","Andromeda","Andromeda polifolia",2,1903
"Litchfield","Ericales","Ericaceae","Gaylussacia","Gaylussacia dumosa",2,1952
"Litchfield","Ericales","Ericaceae","Pyrola","Pyrola rotundifolia",2,1998
"Litchfield","Ericales","Ericaceae","Rhododendron","Rhododendron nudiflorum",2,1984
"Litchfield","Ericales","Ericaceae","Vaccinium","Vaccinium myrtilloides",2,2006
"Litchfield","Ericales","Myrsinaceae","Lysimachia","Lysimachia vulgaris",2,2002
"Litchfield","Fabales","Fabaceae","Crotalaria","Crotalaria sagittalis",2,1993
"Litchfield","Fabales","Fabaceae","Lespedeza","Lespedeza bicolor",2,1969
"Litchfield","Fabales","Fabaceae","Lespedeza","Lespedeza violacea",2,1991
"Litchfield","Fabales","Fabaceae","Medicago","Medicago sativa",2,1973
"Litchfield","Fabales","Fabaceae","Senna","Senna hebecarpa",2,1990
"Litchfield","Fabales","Polygalaceae","Polygala","Polygala ambigua",2,1903
"Litchfield","Fabales","Polygalaceae","Polygala","Polygala polygama",2,1983
"Litchfield","Fagales","Fagaceae","Quercus","Quercus coccinea",2,1975
"Litchfield","Fagales","Fagaceae","Quercus","Quercus velutina",2,1983
"Litchfield","Fagales","Juglandaceae","Juglans","Juglans cinerea",2,1910
"Litchfield","Gentianales","Apocynaceae","Apocynum","Apocynum sibiricum",2,1993
"Litchfield","Gentianales","Apocynaceae","Asclepias","Asclepias exaltata",2,1982
"Litchfield","Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora",2,1894
"Litchfield","Gentianales","Apocynaceae","Cynanchum","Cynanchum louiseae",2,2003
"Litchfield","Gentianales","Gentianaceae","Bartonia","Bartonia tenella",2,1904
"Litchfield","Gentianales","Gentianaceae","Bartonia","Bartonia virginica",2,1969
"Litchfield","Geraniales","Geraniaceae","Erodium","Erodium cicutarium",2,2002
"Litchfield","Isoetales","Isoetaceae","Isoetes","Isoetes braunii",2,1931
"Litchfield","Isoetales","Isoetaceae","Isoetes","Isoetes engelmannii",2,1904
"Litchfield","Isoetales","Isoetaceae","Isoetes","Isoetes muricata",2,1979
"Litchfield","Lamiales","Bignoniaceae","Catalpa","Catalpa speciosa",2,1978
"Litchfield","Lamiales","Lamiaceae","Agastache","Agastache nepetoides",2,2007
"Litchfield","Lamiales","Lamiaceae","Collinsonia","Collinsonia canadensis",2,1997
"Litchfield","Lamiales","Lamiaceae","Marrubium","Marrubium vulgare",2,1903
"Litchfield","Lamiales","Lamiaceae","Nepeta","Nepeta cataria",2,1940
"Litchfield","Lamiales","Lamiaceae","Physostegia","Physostegia virginiana",2,1991
"Litchfield","Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum clinopodioides",2,1989
"Litchfield","Lamiales","Lamiaceae","Pycnanthemum","Pycnanthemum muticum",2,1994
"Litchfield","Lamiales","Lamiaceae","Thymus","Thymus serpyllum",2,1903
"Litchfield","Lamiales","Lentibulariaceae","Utricularia","Utricularia macrorhiza",2,2007
"Litchfield","Lamiales","Lentibulariaceae","Utricularia","Utricularia resupinata",2,1908
"Litchfield","Lamiales","Oleaceae","Ligustrum","Ligustrum obtusifolium",2,1998
"Litchfield","Lamiales","Oleaceae","Ligustrum","Ligustrum vulgare",2,2013
"Litchfield","Lamiales","Oleaceae","Syringa","Syringa vulgaris",2,1983
"Litchfield","Lamiales","Orobanchaceae","Agalinis","Agalinis tenuifolia",2,1995
"Litchfield","Lamiales","Orobanchaceae","Aureolaria","Aureolaria virginica",2,1940
"Litchfield","Lamiales","Phrymaceae","Mimulus","Mimulus luteus",2,1903
"Litchfield","Lamiales","Plantaginaceae","Callitriche","Callitriche palustris",2,1905
"Litchfield","Lamiales","Plantaginaceae","Penstemon","Penstemon pallidus",2,2010
"Litchfield","Lamiales","Plantaginaceae","Plantago","Plantago aristata",2,1904
"Litchfield","Lamiales","Scrophulariaceae","Verbascum","Verbascum densiflorum",2,2001
"Litchfield","Lamiales","Scrophulariaceae","Verbascum","Verbascum phlomoides",2,1983
"Litchfield","Lamiales","Scrophulariaceae","Veronica","Veronica scutellata",2,1958
"Litchfield","Liliales","Melanthiaceae","Trillium","Trillium cernuum",2,1983
"Litchfield","Lycopodiales","Lycopodiaceae","Lycopodiella","Lycopodiella alopecuroides",2,1946
"Litchfield","Malpighiales","Clusiaceae","Triadenum","Triadenum fraseri",2,1996
"Litchfield","Malpighiales","Euphorbiaceae","Acalypha","Acalypha rhomboidea",2,1968
"Litchfield","Malpighiales","Euphorbiaceae","Acalypha","Acalypha virginica",2,2000
"Litchfield","Malpighiales","Hypericaceae","Triadenum","Triadenum virginicum",2,2006
"Litchfield","Malpighiales","Linaceae","Linum","Linum virginianum",2,1987
"Litchfield","Malpighiales","Salicaceae","Salix","Salix cordata",2,1917
"Litchfield","Malpighiales","Salicaceae","Salix","Salix eriocephala",2,1994
"Litchfield","Malpighiales","Salicaceae","Salix","Salix gracilis",2,1987
"Litchfield","Malpighiales","Salicaceae","Salix","Salix myrtilloides",2,1906
"Litchfield","Malpighiales","Violaceae","Viola","Viola eriocarpa",2,1927
"Litchfield","Malpighiales","Violaceae","Viola","Viola primulifolia",2,1905
"Litchfield","Malvales","Cistaceae","Crocanthemum","Crocanthemum majus",2,1906
"Litchfield","Malvales","Cistaceae","Lechea","Lechea intermedia",2,1910
"Litchfield","Malvales","Cistaceae","Lechea","Lechea minor",2,1904
"Litchfield","Malvales","Malvaceae","Hibiscus","Hibiscus palustris",2,1999
"Litchfield","Malvales","Malvaceae","Malva","Malva moschata",2,1973
"Litchfield","Myrtales","Onagraceae","Chamerion","Chamerion angustifolium",2,1932
"Litchfield","Myrtales","Onagraceae","Oenothera","Oenothera fruticosa",2,1919
"Litchfield","Myrtales","Onagraceae","Oenothera","Oenothera laciniata",2,1955
"Litchfield","Myrtales","Onagraceae","Oenothera","Oenothera pumila",2,1903
"Litchfield","Nymphaeales","Nymphaeaceae","Nuphar","Nuphar advena",2,1904
"Litchfield","Ophioglossales","Ophioglossaceae","Ophioglossum","Ophioglossum vulgatum",2,1931
"Litchfield","Oxalidales","Oxalidaceae","Oxalis","Oxalis stricta",2,1906
"Litchfield","Poales","Cyperaceae","Carex","Carex alata",2,2001
"Litchfield","Poales","Cyperaceae","Carex","Carex argyrantha",2,1990
"Litchfield","Poales","Cyperaceae","Carex","Carex artitecta",2,1989
"Litchfield","Poales","Cyperaceae","Carex","Carex atlantica",2,1996
"Litchfield","Poales","Cyperaceae","Carex","Carex buxbaumii",2,1991
"Litchfield","Poales","Cyperaceae","Carex","Carex costellata",2,1916
"Litchfield","Poales","Cyperaceae","Carex","Carex cristata",2,1905
"Litchfield","Poales","Cyperaceae","Carex","Carex filiformis",2,1926
"Litchfield","Poales","Cyperaceae","Carex","Carex lasiocarpa var. americana",2,1988
"Litchfield","Poales","Cyperaceae","Carex","Carex longirostris",2,1939
"Litchfield","Poales","Cyperaceae","Carex","Carex magellanica",2,1904
"Litchfield","Poales","Cyperaceae","Carex","Carex monile",2,1932
"Litchfield","Poales","Cyperaceae","Carex","Carex oederi",2,1925
"Litchfield","Poales","Cyperaceae","Carex","Carex retroflexa",2,1933
"Litchfield","Poales","Cyperaceae","Carex","Carex setacea",2,1934
"Litchfield","Poales","Cyperaceae","Carex","Carex siccata",2,1998
"Litchfield","Poales","Cyperaceae","Carex","Carex squarrosa",2,2001
"Litchfield","Poales","Cyperaceae","Carex","Carex strictior",2,1931
"Litchfield","Poales","Cyperaceae","Carex","Carex triceps",2,1931
"Litchfield","Poales","Cyperaceae","Carex","Carex vesicaria",2,1936
"Litchfield","Poales","Cyperaceae","Carex","Carex woodii",2,1997
"Litchfield","Poales","Cyperaceae","Cyperus","Cyperus dentatus",2,1935
"Litchfield","Poales","Cyperaceae","Cyperus","Cyperus diandrus",2,1998
"Litchfield","Poales","Cyperaceae","Eriophorum","Eriophorum spissum",2,1989
"Litchfield","Poales","Cyperaceae","Rhynchospora","Rhynchospora capitellata",2,1981
"Litchfield","Poales","Cyperaceae","Rhynchospora","Rhynchospora glomerata",2,1946
"Litchfield","Poales","Cyperaceae","Scirpus","Scirpus rubrotinctus",2,1931
"Litchfield","Poales","Cyperaceae","Scirpus","Scirpus validus",2,2004
"Litchfield","Poales","Juncaceae","Juncus","Juncus acuminatus",2,1976
"Litchfield","Poales","Juncaceae","Juncus","Juncus bufonius",2,1977
"Litchfield","Poales","Juncaceae","Luzula","Luzula luzuloides",2,1963
"Litchfield","Poales","Juncaceae","Luzula","Luzula vernalis",2,1904
"Litchfield","Poales","Poaceae","Agropyron","Agropyron caninum",2,1927
"Litchfield","Poales","Poaceae","Agrostis","Agrostis canina",2,1910
"Litchfield","Poales","Poaceae","Agrostis","Agrostis gigantea",2,1957
"Litchfield","Poales","Poaceae","Bouteloua","Bouteloua curtipendula",2,1985
"Litchfield","Poales","Poaceae","Briza","Briza media",2,1990
"Litchfield","Poales","Poaceae","Bromopsis","Bromopsis inermis",2,1978
"Litchfield","Poales","Poaceae","Bromus","Bromus pubescens",2,1992
"Litchfield","Poales","Poaceae","Bromus","Bromus secalinus",2,1957
"Litchfield","Poales","Poaceae","Bromus","Bromus tectorum",2,2000
"Litchfield","Poales","Poaceae","Calamagrostis","Calamagrostis stricta",2,2007
"Litchfield","Poales","Poaceae","Deschampsia","Deschampsia cespitosa",2,2001
"Litchfield","Poales","Poaceae","Dichanthelium","Dichanthelium acuminatum",2,1996
"Litchfield","Poales","Poaceae","Echinochloa","Echinochloa frumentacea",2,1937
"Litchfield","Poales","Poaceae","Echinochloa","Echinochloa pungens",2,1957
"Litchfield","Poales","Poaceae","Elymus","Elymus repens",2,1984
"Litchfield","Poales","Poaceae","Elymus","Elymus wiegandii",2,1997
"Litchfield","Poales","Poaceae","Eragrostis","Eragrostis capillaris",2,1957
"Litchfield","Poales","Poaceae","Eragrostis","Eragrostis pilosa",2,1928
"Litchfield","Poales","Poaceae","Glyceria","Glyceria elongata",2,1909
"Litchfield","Poales","Poaceae","Glyceria","Glyceria fernaldii",2,1921
"Litchfield","Poales","Poaceae","Glyceria","Glyceria nervata",2,1933
"Litchfield","Poales","Poaceae","Glyceria","Glyceria pallida",2,1957
"Litchfield","Poales","Poaceae","Lolium","Lolium multiflorum",2,1978
"Litchfield","Poales","Poaceae","Panicum","Panicum columbianum",2,1957
"Litchfield","Poales","Poaceae","Panicum","Panicum miliaceum",2,2001
"Litchfield","Poales","Poaceae","Panicum","Panicum virgatum",2,1981
"Litchfield","Poales","Poaceae","Paspalum","Paspalum pubescens",2,1906
"Litchfield","Poales","Poaceae","Phragmites","Phragmites communis",2,1968
"Litchfield","Poales","Poaceae","Phyllostachys","Phyllostachys nigra",2,2003
"Litchfield","Poales","Poaceae","Poa","Poa angustifolia",2,1958
"Litchfield","Poales","Poaceae","Poa","Poa bulbosa",2,2000
"Litchfield","Poales","Poaceae","Poa","Poa saltuensis",2,1985
"Litchfield","Poales","Poaceae","Setaria","Setaria italica",2,1999
"Litchfield","Poales","Poaceae","Sporobolus","Sporobolus uniflorus",2,1936
"Litchfield","Poales","Poaceae","Tridens","Tridens flavus",2,1982
"Litchfield","Poales","Typhaceae","Sparganium","Sparganium androcladum",2,1981
"Litchfield","Poales","Typhaceae","Sparganium","Sparganium chlorocarpum",2,1996
"Litchfield","Poales","Typhaceae","Typha","Typha glauca",2,1908
"Litchfield","Poales","Xyridaceae","Xyris","Xyris difformis",2,1975
"Litchfield","Polypodiales","Dryopteridaceae","Dryopteris","Dryopteris triploidea",2,1990
"Litchfield","Ranunculales","Ranunculaceae","Actaea","Actaea alba",2,1997
"Litchfield","Ranunculales","Ranunculaceae","Clematis","Clematis verticillaris",2,1937
"Litchfield","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus ambigens",2,2000
"Litchfield","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus aquatilis",2,2003
"Litchfield","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus ficaria",2,2011
"Litchfield","Ranunculales","Ranunculaceae","Ranunculus","Ranunculus flabellaris",2,1998
"Litchfield","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum purpurascens",2,1905
"Litchfield","Ranunculales","Ranunculaceae","Thalictrum","Thalictrum thalictroides",2,1982
"Litchfield","Rosales","Rosaceae","Agrimonia","Agrimonia striata",2,1962
"Litchfield","Rosales","Rosaceae","Amelanchier","Amelanchier intermedia",2,1985
"Litchfield","Rosales","Rosaceae","Aronia","Aronia floribunda",2,1981
"Litchfield","Rosales","Rosaceae","Aronia","Aronia nigra",2,1905
"Litchfield","Rosales","Rosaceae","Comarum","Comarum palustre",2,1946
"Litchfield","Rosales","Rosaceae","Filipendula","Filipendula ulmaria",2,1912
"Litchfield","Rosales","Rosaceae","Geum","Geum flavum",2,1904
"Litchfield","Rosales","Rosaceae","Geum","Geum laciniatum",2,1990
"Litchfield","Rosales","Rosaceae","Geum","Geum virginianum",2,1998
"Litchfield","Rosales","Rosaceae","Potentilla","Potentilla fruticosa",2,2003
"Litchfield","Rosales","Rosaceae","Potentilla","Potentilla monspeliensis",2,1913
"Litchfield","Rosales","Rosaceae","Potentilla","Potentilla norvegica",2,1981
"Litchfield","Rosales","Rosaceae","Potentilla","Potentilla simplex",2,1981
"Litchfield","Rosales","Rosaceae","Rosa","Rosa lucida",2,1905
"Litchfield","Rosales","Rosaceae","Rosa","Rosa rubiginosa",2,1934
"Litchfield","Rosales","Rosaceae","Rosa","Rosa rugosa",2,2002
"Litchfield","Rosales","Rosaceae","Rubus","Rubus americanus",2,1904
"Litchfield","Rosales","Rosaceae","Rubus","Rubus bigelovianus",2,1937
"Litchfield","Rosales","Rosaceae","Rubus","Rubus cuneifolius",2,1996
"Litchfield","Rosales","Rosaceae","Rubus","Rubus enslenii",2,1932
"Litchfield","Rosales","Rosaceae","Rubus","Rubus severus",2,1933
"Litchfield","Rosales","Rosaceae","Sorbus","Sorbus aucuparia",2,1993
"Litchfield","Rosales","Urticaceae","Laportea","Laportea canadensis",2,1981
"Litchfield","Sapindales","Aceraceae","Acer","Acer ginnala",2,1999
"Litchfield","Sapindales","Aceraceae","Acer","Acer platanoides",2,2011
"Litchfield","Sapindales","Anacardiaceae","Rhus","Rhus hirta",2,1904
"Litchfield","Sapindales","Anacardiaceae","Toxicodendron","Toxicodendron toxicodendron",2,1932
"Litchfield","Sapindales","Rutaceae","Phellodendron","Phellodendron amurense",2,2003
"Litchfield","Sapindales","Rutaceae","Phellodendron","Phellodendron japonicum",2,1985
"Litchfield","Sapindales","Simaroubaceae","Ailanthus","Ailanthus altissima",2,2013
"Litchfield","Sapindales","Simaroubaceae","Ailanthus","Ailanthus glandulosa",2,1908
"Litchfield","Saxifragales","Crassulaceae","Sedum","Sedum acre",2,1905
"Litchfield","Saxifragales","Grossulariaceae","Ribes","Ribes aureum",2,1907
"Litchfield","Saxifragales","Grossulariaceae","Ribes","Ribes rotundifolium",2,1975
"Litchfield","Saxifragales","Grossulariaceae","Ribes","Ribes rubrum",2,1904
"Litchfield","Saxifragales","Grossulariaceae","Ribes","Ribes uva-crispa",2,1905
"Litchfield","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga pensylvanica",2,1969
"Litchfield","Saxifragales","Saxifragaceae","Saxifraga","Saxifraga virginiensis",2,1969
"Litchfield","Solanales","Convolvulaceae","Convolvulus","Convolvulus arvensis",2,1969
"Litchfield","Solanales","Solanaceae","Lycium","Lycium vulgare",2,1905
"Litchfield","Solanales","Solanaceae","Physalis","Physalis philadelphica",2,1927
"Litchfield","Vitales","Vitaceae","Vitis","Vitis bicolor",2,1930
"Litchfield","","Amblystegiaceae","Amblystegium","Amblystegium tenax",1,2002
"Litchfield","","Amblystegiaceae","Leptodictyum","Leptodictyum riparium",1,1989
"Litchfield","","Andreaeaceae","Andreaea","Andreaea rothii",1,1982
"Litchfield","","Anomodontaceae","Anomodon","Anomodon attenuatus",1,1993
"Litchfield","","Aulacomniaceae","Aulacomnium","Aulacomnium heterostichum",1,1953
"Litchfield","","Aytoniaceae","Mannia","Mannia fragrans",1,1959
"Litchfield","","Bartramiaceae","Philonotis","Philonotis fontana",1,1959
"Litchfield","","Brachytheciaceae","Brachythecium","Brachythecium rivulare",1,1978
"Litchfield","","Brachytheciaceae","Brachythecium","Brachythecium velutinum",1,1993
"Litchfield","","Brachytheciaceae","Bryhnia","Bryhnia graminicolor",1,2002
"Litchfield","","Brachytheciaceae","Cirriphyllum","Cirriphyllum piliferum",1,1987
"Litchfield","","Bryaceae","Bryum","Bryum argenteum",1,1962
"Litchfield","","Buxbaumiaceae","Diphyscium","Diphyscium foliosum",1,1953
"Litchfield","","Calypogeiaceae","Calypogeia","Calypogeia sphagnicola",1,1991
"Litchfield","","Cephaloziaceae","Cephalozia","Cephalozia bicuspidata",1,NA
"Litchfield","","Dicranaceae","Dicranum","Dicranum fuscescens",1,1991
"Litchfield","","Dicranaceae","Dicranum","Dicranum scoparium",1,1959
"Litchfield","","Encalyptaceae","Encalypta","Encalypta procera",1,2002
"Litchfield","","Encalyptaceae","Encalypta","Encalypta streptocarpa",1,1959
"Litchfield","","Fissidentaceae","Fissidens","Fissidens bushii",1,1976
"Litchfield","","Fissidentaceae","Fissidens","Fissidens osmundioides",1,1991
"Litchfield","","Fontinalaceae","Fontinalis","Fontinalis disticha",1,1993
"Litchfield","","Frullaniaceae","Frullania","Frullania asagrayana",1,1991
"Litchfield","","Frullaniaceae","Frullania","Frullania eboracensis",1,1962
"Litchfield","","Hemerocallidaceae","Hemerocallis","Hemerocallis fulva",1,1904
"Litchfield","","Hostaceae","Hosta","Hosta caerulea",1,1931
"Litchfield","","Hyacinthaceae","Ornithogalum","Ornithogalum umbellatum",1,1904
"Litchfield","","Hypnaceae","Calliergonella","Calliergonella cuspidata",1,1991
"Litchfield","","Hypnaceae","Homomallium","Homomallium adnatum",1,1959
"Litchfield","","Leskeaceae","Leskea","Leskea obscura",1,1989
"Litchfield","","Leskeaceae","Leskea","Leskea polycarpa",1,1962
"Litchfield","","Mniaceae","Plagiomnium","Plagiomnium affine",1,1953
"Litchfield","","Orthotrichaceae","Orthotrichum","Orthotrichum anomalum",1,1962
"Litchfield","","Orthotrichaceae","Ulota","Ulota americana",1,1959
"Litchfield","","Parnassiaceae","Parnassia","Parnassia caroliniana",1,1903
"Litchfield","","Polytrichaceae","Polytrichum","Polytrichum commune",1,1953
"Litchfield","","Ruscaceae","Clintonia","Clintonia borealis",1,1995
"Litchfield","","Ruscaceae","Polygonatum","Polygonatum biflorum",1,1904
"Litchfield","","Ruscaceae","Polygonatum","Polygonatum commutatum",1,1904
"Litchfield","","Ruscaceae","Polygonatum","Polygonatum giganteum",1,1887
"Litchfield","","Tetraphidaceae","Tetraphis","Tetraphis pellucida",1,1953
"Litchfield","","Thuidiaceae","Abietinella","Abietinella abietina",1,1978
"Litchfield","","Thuidiaceae","Anomodon","Anomodon minor",1,1983
"Litchfield","","Thuidiaceae","Anomodon","Anomodon rostratus",1,1959
"Litchfield","","Umbilicariaceae","Lasallia","Lasallia pustulata",1,1965
"Litchfield","Alismatales","Alismataceae","Sagittaria","Sagittaria teres",1,1973
"Litchfield","Alismatales","Araceae","Pistia","Pistia stratiotes",1,2004
"Litchfield","Alismatales","Hydrocharitaceae","Philotria","Philotria canadensis",1,1907
"Litchfield","Alismatales","Lemnaceae","Lemna","Lemna valdiviana",1,1931
"Litchfield","Alismatales","Lemnaceae","Spirodela","Spirodela polyrhiza",1,1904
"Litchfield","Alismatales","Potamogetonaceae","Potamogeton","Potamogeton gemmiparus",1,1903
"Litchfield","Alismatales","Potamogetonaceae","Potamogeton","Potamogeton lonchites",1,1904
"Litchfield","Alismatales","Potamogetonaceae","Potamogeton","Potamogeton nuttallii",1,1895
"Litchfield","Alismatales","Potamogetonaceae","Potamogeton","Potamogeton pulcher",1,1992
"Litchfield","Alismatales","Potamogetonaceae","Potamogeton","Potamogeton zizii",1,1905
"Litchfield","Apiales","Apiaceae","Conium","Conium maculatum",1,1906
"Litchfield","Apiales","Apiaceae","Heracleum","Heracleum maximum",1,1973
"Litchfield","Apiales","Apiaceae","Ptilimnium","Ptilimnium capillaceum",1,1981
"Litchfield","Apiales","Araliaceae","Eleutherococcus","Eleutherococcus sieboldianus",1,1957
"Litchfield","Aquifoliales","Aquifoliaceae","Nemopanthus","Nemopanthus mucronatus",1,1992
"Litchfield","Asparagales","Asparagaceae","Asparagus","Asparagus officinalis",1,1904
"Litchfield","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium atlanticum",1,1904
"Litchfield","Asparagales","Iridaceae","Sisyrinchium","Sisyrinchium graminoides",1,1905
"Litchfield","Asparagales","Orchidaceae","Aplectrum","Aplectrum hyemale",1,1905
"Litchfield","Asparagales","Orchidaceae","Arethusa","Arethusa bulbosa",1,1887
"Litchfield","Asparagales","Orchidaceae","Cypripedium","Cypripedium arietinum",1,1895
"Litchfield","Asparagales","Orchidaceae","Cypripedium","Cypripedium calceolus",1,1982
"Litchfield","Asparagales","Orchidaceae","Cypripedium","Cypripedium spectabile",1,1895
"Litchfield","Asparagales","Orchidaceae","Goodyera","Goodyera pubescens",1,1988
"Litchfield","Asparagales","Orchidaceae","Goodyera","Goodyera repens",1,1984
"Litchfield","Asparagales","Orchidaceae","Habenaria","Habenaria fimbriata",1,1975
"Litchfield","Asparagales","Orchidaceae","Microstylis","Microstylis unifolia",1,1928
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera blephariglottis",1,1997
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera dilatata",1,1887
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera fimbriata",1,1903
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera lacera",1,1903
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera macrophylla",1,1916
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera obtusata",1,1895
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera orbiculata",1,1906
"Litchfield","Asparagales","Orchidaceae","Platanthera","Platanthera psycodes",1,1983
"Litchfield","Asparagales","Orchidaceae","Spiranthes","Spiranthes ochroleuca",1,1905
"Litchfield","Asparagales","Orchidaceae","Spiranthes","Spiranthes praecox",1,1954
"Litchfield","Asterales","Asteraceae","Achillea","Achillea lanulosa",1,1998
"Litchfield","Asterales","Asteraceae","Ambrosia","Ambrosia trifida",1,1903
"Litchfield","Asterales","Asteraceae","Antennaria","Antennaria canadensis",1,1906
"Litchfield","Asterales","Asteraceae","Antennaria","Antennaria plantaginifolia var. parlinii",1,1997
"Litchfield","Asterales","Asteraceae","Arctium","Arctium tomentosum",1,1903
"Litchfield","Asterales","Asteraceae","Artemisia","Artemisia absinthium",1,1907
"Litchfield","Asterales","Asteraceae","Artemisia","Artemisia biennis",1,1907
"Litchfield","Asterales","Asteraceae","Artemisia","Artemisia pontica",1,1906
"Litchfield","Asterales","Asteraceae","Aster","Aster amethystinus",1,1904
"Litchfield","Asterales","Asteraceae","Aster","Aster concolor",1,1956
"Litchfield","Asterales","Asteraceae","Aster","Aster lowrieanus",1,1953
"Litchfield","Asterales","Asteraceae","Aster","Aster paternus",1,1956
"Litchfield","Asterales","Asteraceae","Aster","Aster simmondsii",1,1957
"Litchfield","Asterales","Asteraceae","Aster","Aster tradescantii",1,1903
"Litchfield","Asterales","Asteraceae","Bidens","Bidens vulgata",1,1903
"Litchfield","Asterales","Asteraceae","Carduus","Carduus crispus",1,1925
"Litchfield","Asterales","Asteraceae","Carduus","Carduus lanceolatus",1,1903
"Litchfield","Asterales","Asteraceae","Centaurea","Centaurea biebersteinii",1,2003
"Litchfield","Asterales","Asteraceae","Chrysanthemum","Chrysanthemum parthenium",1,1903
"Litchfield","Asterales","Asteraceae","Cnicus","Cnicus benedictus",1,1912
"Litchfield","Asterales","Asteraceae","Crepis","Crepis tectorum",1,1915
"Litchfield","Asterales","Asteraceae","Eupatorium","Eupatorium maculatum",1,1957
"Litchfield","Asterales","Asteraceae","Eurybia","Eurybia divaricata",1,2010
"Litchfield","Asterales","Asteraceae","Gaillardia","Gaillardia aristata",1,1930
"Litchfield","Asterales","Asteraceae","Gaillardia","Gaillardia pulchella",1,1937
"Litchfield","Asterales","Asteraceae","Galinsoga","Galinsoga parviflora",1,1904
"Litchfield","Asterales","Asteraceae","Helianthus","Helianthus grosseserratus",1,1991
"Litchfield","Asterales","Asteraceae","Heliopsis","Heliopsis scabra",1,1903
"Litchfield","Asterales","Asteraceae","Iva","Iva frutescens",1,1898
"Litchfield","Asterales","Asteraceae","Krigia","Krigia biflora",1,1909
"Litchfield","Asterales","Asteraceae","Lactuca","Lactuca biennis",1,1973
"Litchfield","Asterales","Asteraceae","Lactuca","Lactuca canadensis var. typica",1,1927
"Litchfield","Asterales","Asteraceae","Lactuca","Lactuca spicata",1,1903
"Litchfield","Asterales","Asteraceae","Leucanthemum","Leucanthemum vulgare",1,1998
"Litchfield","Asterales","Asteraceae","Matricaria","Matricaria matricarioides",1,1968
"Litchfield","Asterales","Asteraceae","Petasites","Petasites hybridus",1,1978
"Litchfield","Asterales","Asteraceae","Picris","Picris hieracioides",1,1905
"Litchfield","Asterales","Asteraceae","Prenanthes","Prenanthes serpentaria",1,1990
"Litchfield","Asterales","Asteraceae","Pseudognaphalium","Pseudognaphalium obtusifolium",1,2010
"Litchfield","Asterales","Asteraceae","Senecio","Senecio pauperculus",1,1998
"Litchfield","Asterales","Asteraceae","Sericocarpus","Sericocarpus asteroides",1,1988
"Litchfield","Asterales","Asteraceae","Sericocarpus","Sericocarpus linifolius",1,1904
"Litchfield","Asterales","Asteraceae","Solidago","Solidago graminifolia",1,1973
"Litchfield","Asterales","Asteraceae","Solidago","Solidago hispida",1,1904
"Litchfield","Asterales","Asteraceae","Solidago","Solidago humilis",1,1927
"Litchfield","Asterales","Asteraceae","Sonchus","Sonchus oleraceus",1,1903
"Litchfield","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum lanceolatum",1,1997
"Litchfield","Asterales","Asteraceae","Symphyotrichum","Symphyotrichum novi-belgii",1,1993
"Litchfield","Asterales","Asteraceae","Tragopogon","Tragopogon dubius",1,1985
